"REF","Company (Manufacturer)","Company Location","Review Date","Country of Bean Origin","Specific Bean Origin or Bar Name","Cocoa Percent","Ingredient Nums","Ingredients","Most Memorable Characteristics","Rating"
346,"La Maison du Chocolat (Valrhona)","France",2009,"Ghana","Akosombo",0.68,4,"Beans,Sugar,Cocoa Butter,Lecithin","rich cocoa, burning sensation",3.25
439,"La Maison du Chocolat (Valrhona)","France",2009,"Blend","Kuruba",0.6,4,"Beans,Sugar,Cocoa Butter,Lecithin","rich, sweet, cocoa, intense",3
230,"La Maison du Chocolat (Valrhona)","France",2008,"Blend","Cuana, 2008, Ven., Indonesia, Ecuad.",0.74,4,"Beans,Sugar,Cocoa Butter,Lecithin","roasty, dark berry, rich",3.5
2182,"La Rifa","Mexico",2018,"Mexico","Almendra Blanca, Blanco Marfil, Jimenez Garcia",0.7,2,"Beans,Sugar","rich cocoa, mild fruit & nut",3.5
2186,"La Rifa","Mexico",2018,"Mexico","Uranga, Chiapas, Jimenez Garcia farm",0.7,2,"Beans,Sugar","citrus,prononced orange",3.5
2186,"La Rifa","Mexico",2018,"Mexico","Xoconusco, Chiapas, Coop CASFA",0.7,2,"Beans,Sugar","mild hammy, roasty, sour",3
1642,"Laia aka Chat-Noir","France",2015,"Vietnam","Lam Dong, Batch 153",0.75,4,"Beans,Sugar,Cocoa Butter,Lecithin","creamy, mild honey, floral",3.75
1638,"Laia aka Chat-Noir","France",2015,"Sao Tome","Sao Tome, Batch 151",0.75,4,"Beans,Sugar,Cocoa Butter,Lecithin","rich, roasty, nutty, smoke",3.5
1590,"Laia aka Chat-Noir","France",2015,"Peru","Peru, Batch 51/100",0.75,4,"Beans,Sugar,Cocoa Butter,Lecithin","sandy, fatty, roasty, fruit",3.25
1642,"Laia aka Chat-Noir","France",2015,"Brazil","Bahia, Batch 148",0.75,4,"Beans,Sugar,Cocoa Butter,Lecithin","smokey, rich cocoa, spice",3.25
1590,"Laia aka Chat-Noir","France",2015,"Cuba","Cuba, Batch 59/100",0.75,4,"Beans,Sugar,Cocoa Butter,Lecithin","slight burnt, astringent, fruit",3
1594,"Laia aka Chat-Noir","France",2015,"Ivory Coast","Ivory Coast, Batch 56/100",0.75,4,"Beans,Sugar,Cocoa Butter,Lecithin","roasty, nutty, rich cocoa",3
1590,"Laia aka Chat-Noir","France",2015,"Madagascar","Madagascar, Batch 59/100",0.75,4,"Beans,Sugar,Cocoa Butter,Lecithin","roasty, sour, cardboard",2.75
1590,"Laia aka Chat-Noir","France",2015,"Vietnam","Vietnam, Batch 50/100",0.75,4,"Beans,Sugar,Cocoa Butter,Lecithin","gritty, roasty, waxy, off",2.75
1434,"Laia aka Chat-Noir","France",2014,"Cuba","Cuba",0.7,4,"Beans,Sugar,Cocoa Butter,Lecithin","fatty, roasty, coffee, off note",2.75
1438,"Laia aka Chat-Noir","France",2014,"Blend","Trinidad-Tobago",0.68,4,"Beans,Sugar,Cocoa Butter,Lecithin","nutty, woody, leathery",2.75
1784,"L'Amourette","U.S.A.",2016,"Nicaragua","Rugoso",0.8,2,"Beans,Sugar","spicy, grassy, roasty",3.5
833,"L'Amourette","U.S.A.",2012,"Venezuela","Carenero Superior",0.75,5,"Beans,Sugar,Cocoa Butter,Vanilla,Lecithin","chalky, fatty, sweet",3
833,"L'Amourette","U.S.A.",2012,"Venezuela","Rio Caribe",0.75,5,"Beans,Sugar,Cocoa Butter,Vanilla,Lecithin","chalky, cocoa, tangy",3
853,"L'Amourette","U.S.A.",2012,"Blend","Peru, Ecuador, Venezuela",0.72,5,"Beans,Sugar,Cocoa Butter,Vanilla,Lecithin","fatty, nutty, woody",3
2048,"Land","U.K.",2018,"Nicaragua","Nicaliso, Bocay",0.73,3,"Beans,Sugar,Cocoa Butter","complex, dairy, roasty",3.5
2048,"Land","U.K.",2018,"Honduras","San Pedro Sula",0.7,3,"Beans,Sugar,Cocoa Butter","sandy, rich cocoa",3.25
2048,"Land","U.K.",2018,"Nicaragua","Nueva Guinea",0.71,3,"Beans,Sugar,Cocoa Butter","simple, earthy, cocoa",3
1972,"Landmark (Amano)","U.S.A.",2017,"Bolivia","Tranquilidad, Itinez Province",0.74,3,"Beans,Sugar,Cocoa Butter","well balanced, melon",3.75
2266,"Legast","Belgium",2019,"Peru","Piura",0.7,3,"Beans,Sugar,Cocoa Butter","sandy, light color, grape",3.5
2262,"Legast","Belgium",2019,"Costa Rica","Upala",0.7,3,"Beans,Sugar,Cocoa Butter","base cocoa, mild ham, woody",3.25
2266,"Legast","Belgium",2019,"Colombia","Chucuri, finca los lagos el Carmen",0.7,3,"Beans,Sugar,Cocoa Butter","sandy, off, hammy",2.75
2562,"Letterpress","U.S.A.",2021,"U.S.A.","Maui Kuia E., Hawaii, 2018-2019 h., batch 1",0.7,3,"Beans,Sugar,Cocoa Butter","home baked banana nut bread",3.75
2562,"Letterpress","U.S.A.",2021,"Sao Tome & Principe","Satocao, limited ed., batch 2",0.7,3,"Beans,Sugar,Cocoa Butter","buttery, sunflower, astringent",3.5
2338,"Letterpress","U.S.A.",2019,"Jamaica","Bachelor's Hall, batch 0001",0.7,3,"Beans,Sugar,Cocoa Butter","woody, mocha, molasses",3.25
2442,"Letterpress","U.S.A.",2019,"Bolivia","Tranquilidad, beniano",0.7,3,"Beans,Sugar,Cocoa Butter","spoiled milk, sweet, molasses",3.25
2122,"Letterpress","U.S.A.",2018,"Ghana","Ashanti",0.7,3,"Beans,Sugar,Cocoa Butter","brownie",3.75
1984,"Letterpress","U.S.A.",2017,"Peru","Ucayali",0.7,3,"Beans,Sugar,Cocoa Butter","mild, licorice, coffee, cocoa",4
1952,"Letterpress","U.S.A.",2017,"Honduras","La Masica, Batch 7, FHIA",0.7,2,"Beans,Sugar","strong raspberry, mocha",3.5
1952,"Letterpress","U.S.A.",2017,"Belize","Maya Mtn, Batch 18, Heirloom",0.7,2,"Beans,Sugar","smokey, mild berry",3.25
1728,"Letterpress","U.S.A.",2016,"Liberia","Liberia",0.7,2,"Beans,Sugar","floral, black licorice",3.25
1562,"Letterpress","U.S.A.",2015,"Trinidad","San Juan Estate, Gran Couva",0.7,2,"Beans,Sugar","cocoa, spice, fruit",3.5
1566,"Letterpress","U.S.A.",2015,"Tanzania","Kokoa Kamili",0.7,2,"Beans,Sugar","subtle, spicy, banana",3.5
1562,"Letterpress","U.S.A.",2015,"Bolivia","Beniamo",0.7,2,"Beans,Sugar","dried fruit, nutty, mushroom",3.25
1566,"Letterpress","U.S.A.",2015,"Dominican Republic","La Red, Guaconejo",0.7,2,"Beans,Sugar","red fruit, brownie",3.25
1566,"Letterpress","U.S.A.",2015,"Costa Rica","San Andres",0.7,2,"Beans,Sugar","roasty, black pepper, woody",3
1371,"Letterpress","U.S.A.",2014,"Peru","Maranura",0.7,2,"Beans,Sugar","intense, sticky, cocoa",3.5
1231,"Levy","Finland",2014,"Madagascar","Sambirano",0.71,3,"Beans,Sugar,Cocoa Butter","sandy, citrus",3.5
1856,"Lilla","Finland",2016,"Madagascar","Madagascar",0.7,2,"Beans,Sugar","sweet edge, bright fruit, off",3
903,"Lillie Belle","U.S.A.",2012,"Peru","La Selva",0.68,2,"Beans,Sugar","rich cocoa, spicy edge",3.75
855,"Lillie Belle","U.S.A.",2012,"Peru","Perfect Illusion",0.65,2,"Beans,Sugar","creamy, strawberry, cocoa",3.5
903,"Lillie Belle","U.S.A.",2012,"Bolivia","Bolivia, Wild Thing",0.68,2,"Beans,Sugar","fatty, nutty, melon like",3.5
947,"Lillie Belle","U.S.A.",2012,"Bolivia","Wild Thing",0.68,2,"Beans,Sugar","fatty, grassy, cocoa",3.5
947,"Lillie Belle","U.S.A.",2012,"Dominican Republic","The Other One, Grand Cru",0.74,2,"Beans,Sugar","fatty, roasty, cocoa",3
947,"Lillie Belle","U.S.A.",2012,"Blend","Purple Haze, Venezuela, Dom. Rep.",0.75,2,"Beans,Sugar","grits, roasted, nutty",2.75
157,"Lindt & Sprungli","Switzerland",2007,"Blend","Excellence (US Version)",0.85,4,"Beans,Sugar,Cocoa Butter,Vanilla","harsh burnt, mild cocoa, tang",3
2538,"Lirio","U.S.A.",2020,"India","Anamalai, batch 970",0.72,2,"Beans,Sugar","basic cocoa, dirty/burnt edge",3
2538,"Lirio","U.S.A.",2020,"Vietnam","Tien Giang, batch 970",0.72,2,"Beans,Sugar","spicy, sweet, cocoa",3
2538,"Lirio","U.S.A.",2020,"Sierra Leone","Gola Rainforest, batch 920",0.72,2,"Beans,Sugar","grassy, rubbery, chemical",2.5
1049,"Loiza","Puerto Rico",2013,"Puerto Rico","Puerto Rico",0.65,5,"Beans,Sugar,Cocoa Butter,Vanilla,Lecithin","black pepper, vanilla, harsh",2.5
1383,"Lonohana","U.S.A.",2014,"U.S.A.","O'ahu Island, Haleiwa, Lonohana E., Kanahiku",0.7,2,"Beans,Sugar","spicy, candied, complex",3.75
1395,"Lonohana","U.S.A.",2014,"U.S.A.","O'ahu Island, Haleiwa E, 2014",0.75,4,"Beans,Sugar,Cocoa Butter,Vanilla","dairy, pudding",3.75
1395,"Lonohana","U.S.A.",2014,"U.S.A.","O'ahu Island, Haleiwa E, 2014",0.65,4,"Beans,Sugar,Cocoa Butter,Vanilla","sweet, candy-like, nutty",3.25
1097,"Lonohana","U.S.A.",2013,"U.S.A.","Hawai'i Island, Hawaiian Crown, Kona Vanilla",0.7,4,"Beans,Sugar,Cocoa Butter,Vanilla","sandy, floral, vanilla, candy",3.5
1093,"Lonohana","U.S.A.",2013,"U.S.A.","O'ahu Island, Opaeula Estate, Nene, CG Exclusive",0.71,4,"Beans,Sugar,Cocoa Butter,Vanilla","aluminum, mild coffee, roasty",3
1097,"Lonohana","U.S.A.",2013,"U.S.A.","O'ahu Island, Opaeula Estate, Ele'ele",0.72,4,"Beans,Sugar,Cocoa Butter,Vanilla","strong, brandy, smoke",3
2586,"Loon","U.S.A.",2021,"Belize","Maya Mountain",0.75,3,"Beans,Sugar,Cocoa Butter","cherry, fatty, cocoa",3
2590,"Loon","U.S.A.",2021,"Bolivia","Alto Beni",0.7,3,"Beans,Sugar,Cocoa Butter","sweet, sl. smokiness, fruit",2.75
1502,"Love Bar","U.S.A.",2015,"Nicaragua","Nicaragua",0.75,2,"Beans,Sugar","multiple off flavors, metallic",2
2198,"Love Brown","Taiwan",2018,"Nicaragua","Chuno",0.78,2,"Beans,Sugar","intense mocha flavor",3.5
2198,"Love Brown","Taiwan",2018,"Nicaragua","O'Payo",0.8,2,"Beans,Sugar","nutty, mild dairy",3.25
2194,"Love Brown","Taiwan",2018,"Sumatra","Sumatra",0.7,2,"Beans,Sugar","smokey, earthy, cocoa",3
2194,"Love Brown","Taiwan",2018,"Nicaragua","Medalla",0.75,2,"Beans,Sugar","potting soil",2.5
2692,"Luisa Abram","Brazil",2021,"Brazil","Wild Jurua (limited edition for Caputo's)",0.7,3,"Beans,Sugar,Cocoa Butter","mild sweet honey, rum, off",3.25
2238,"Luisa Abram","Brazil",2018,"Brazil","Rio Acara, Wild Amazon",0.7,2,"Beans,Sugar","rustic, basic cocoa, earthy",3
1976,"Luisa Abram","Brazil",2017,"Brazil","Rio Purus, 2016 Harvest",0.81,2,"Beans,Sugar","oily, burnt, earthy",3.25
2518,"Luisa's Vegan","U.K.",2020,"Papua New Guinea","Karkar Island",0.72,3,"Beans,Sugar,Cocoa Butter","smoke, fruit, ham, fatty",3.25
552,"Luker","Colombia",2010,"Colombia","Santander",0.65,5,"Beans,Sugar,Cocoa Butter,Vanilla,Lecithin","marshmallow, rich brownie",3.5
552,"Luker","Colombia",2010,"Blend","Macondo, Colombia, Ecuador",0.6,5,"Beans,Sugar,Cocoa Butter,Vanilla,Lecithin","sticky, marshmallow, cocoa",3
552,"Luker","Colombia",2010,"Blend","Misterio, Colombia, Ecuador",0.58,5,"Beans,Sugar,Cocoa Butter,Vanilla,Lecithin","watered down coffee, cocoa",3
552,"Luker","Colombia",2010,"Blend","Selva, Colombia, Ecuador",0.46,5,"Beans,Sugar,Cocoa Butter,Vanilla,Lecithin","very sweet, caramel, candy",2.75
2506,"Lumineux","U.S.A.",2020,"Ivory Coast","Cote d'Ivoire, batch 83",0.67,3,"Beans,Sugar,Cocoa Butter","spice, coconut",3.5
2502,"Lumineux","U.S.A.",2020,"Madagascar","Bejofo E., Sambirano, batch 115",0.73,3,"Beans,Sugar,Cocoa Butter","roasted pear, cocoa, sour",3.25
2502,"Lumineux","U.S.A.",2020,"Tanzania","Kilombero Valley, batch 74",0.75,3,"Beans,Sugar,Cocoa Butter","fatty, dominant roast, spice",3.25
2506,"Lumineux","U.S.A.",2020,"Uganda","Semuliki Forest, Latitude Trading Co, batch 100",0.68,3,"Beans,Sugar,Cocoa Butter","candied, sweet cocoa, roasty",3.25
2506,"Lumineux","U.S.A.",2020,"India","Kerala State, GoGround, batch 88",0.72,3,"Beans,Sugar,Cocoa Butter","deep cocoa, sl. pungent, sandy",3
2836,"Lydgate Farms (Manoa)","U.S.A.",2023,"U.S.A.","Wailua Estate, Hawaii, spring 2023 harvest",0.7,3,"Beans,Sugar,Cocoa Butter","distinct, banana, dairy, sl. sweet",3.5
2430,"MaDe Atlantic City Chocolate Bar","U.S.A.",2019,"Ghana","Ghana",0.75,3,"Beans,Sugar,Cocoa Butter","gritty, cocoa base, ashey",2.75
2426,"MaDe Atlantic City Chocolate Bar","U.S.A.",2019,"Uganda","Uganda",0.75,3,"Beans,Sugar,Cocoa Butter","gritty, roasty, rubbery",2.5
284,"Madecasse (Cinagra)","Madagascar",2008,"Madagascar","Madagascar",0.63,5,"Beans,Sugar,Cocoa Butter,Vanilla,Lecithin","intense, nutty, cocoa",4
284,"Madecasse (Cinagra)","Madagascar",2008,"Madagascar","Madagascar",0.7,5,"Beans,Sugar,Cocoa Butter,Vanilla,Lecithin","sandy, woody, peanut butter",3.75
284,"Madecasse (Cinagra)","Madagascar",2008,"Madagascar","Madagascar",0.67,5,"Beans,Sugar,Cocoa Butter,Vanilla,Lecithin","sandy, red berry, cocoa",3.5
288,"Madecasse (Cinagra)","Madagascar",2008,"Madagascar","Madagascar",0.75,5,"Beans,Sugar,Cocoa Butter,Vanilla,Lecithin","sticky, bitter, nutty",3.5
2664,"Madhu","U.S.A.",2021,"Colombia","Tumaco",0.7,2,"Beans,Sugar","very sticky, nutty, woody",2.5
1940,"Madre","U.S.A.",2017,"Solomon Islands","Guadalcanal",0.73,2,"Beans,Sugar","mild earthy, mild cocoa, nut",3.5
1085,"Madre","U.S.A.",2013,"Brazil","Brazil",0.7,4,"Beans,Sugar,Cocoa Butter,Vanilla","strong vanilla, nut, coffee",3.5
1085,"Madre","U.S.A.",2013,"Puerto Rico","Puerto Rico",0.7,4,"Beans,Sugar,Cocoa Butter,Vanilla","intense vanilla, swiss miss",2.75
1089,"Madre","U.S.A.",2013,"U.S.A.","Hawai'i Island, Choobua, Kona",0.7,4,"Beans,Sugar,Cocoa Butter,Vanilla","fatty, vanilla, candy-like",2.75
1089,"Madre","U.S.A.",2013,"Mexico","Xocunusco, Chiapas, Pichucalco",0.7,4,"Beans,Sugar,Cocoa Butter,Vanilla","vanilla, earthy, caramel",2.75
995,"Madre","U.S.A.",2012,"U.S.A.","Kaua'i Island",0.7,4,"Beans,Sugar,Cocoa Butter,Vanilla","vanilla, brownie, peanut",3.5
991,"Madre","U.S.A.",2012,"U.S.A.","Hawai'i Island, Hamakua Coast, Kokoleka",0.7,4,"Beans,Sugar,Cocoa Butter,Vanilla","creamy, vanilla, rich fruit",3.25
995,"Madre","U.S.A.",2012,"U.S.A.","Criollo, Hawaii",0.7,4,"Beans,Sugar,Cocoa Butter,Vanilla","creamy, burnt nuts, woody",3.25
693,"Madre","U.S.A.",2011,"Costa Rica","Upala",0.7,4,"Beans,Sugar,Cocoa Butter,Vanilla","sticky, strong vanilla, pepper",2.75
672,"Madre","U.S.A.",2011,"Dominican Republic","Dominican",0.7,4,"Beans,Sugar,Cocoa Butter,Vanilla","sandy, sweet, strong vanilla",2.5
607,"Madre","U.S.A.",2010,"Mexico","Chiapas, Triple Cacao",0.72,4,"Beans,Sugar,Cocoa Butter,Vanilla","raisiny, chewy",2.75
308,"Maglio","Italy",2008,"Dominican Republic","Santo Domingo",0.7,5,"Beans,Sugar,Cocoa Butter,Vanilla,Lecithin","creamy, hay, nutty",3.75
308,"Maglio","Italy",2008,"Cuba","Cuba",0.7,5,"Beans,Sugar,Cocoa Butter,Vanilla,Lecithin","nutty, cooling sensation",3.25
308,"Maglio","Italy",2008,"Ecuador","Ecuador",0.7,4,"Beans,Sugar,Vanilla,Lecithin","creamy, nutty, mass market",3
300,"Maglio","Italy",2008,"Tanzania","Africa",0.75,4,"Beans,Sugar,Cocoa Butter,Vanilla","chalky, astringent, vanilla",2
531,"Majani","Italy",2010,"Ecuador","Ecuador",0.7,4,"Beans,Sugar,Cocoa Butter,Lecithin","strong vanilla, some spice",2
184,"Malagasy (Chocolaterie Robert)","Madagascar",2007,"Madagascar","Mora Mora 2006",0.73,4,"Beans,Sugar,Cocoa Butter,Lecithin","creamy, sublte grape notes",3.5
184,"Malagasy (Chocolaterie Robert)","Madagascar",2007,"Madagascar","Sambirano 2006",0.75,4,"Beans,Sugar,Cocoa Butter,Lecithin","cardboard, tea-like",2.75
1121,"Malagos","Philippines",2013,"Philippines","Davao, Mt. Talamo foothills",0.65,5,"Beans,Sugar,Cocoa Butter,Vanilla,Lecithin","sandy, sweet, cocoa",3.5
2226,"Malai","Thailand",2018,"Thailand","Chantaburi",0.7,3,"Beans,Sweetener other than white cane or beet sugar,Cocoa Butter","gummy, smokey, hammy",2.75
502,"Malie Kai (Guittard)","U.S.A.",2010,"U.S.A.","O'ahu Island, N. Shore, Waialua Estate w/ nibs",0.55,5,"Beans,Sugar,Cocoa Butter,Vanilla,Lecithin","creamy, crunchy, very sweet",3.5
311,"Malie Kai (Guittard)","U.S.A.",2009,"U.S.A.","O'ahu Island, N. Shore, Waialua Estate",0.55,5,"Beans,Sugar,Cocoa Butter,Vanilla,Lecithin","sweet, vanilla, easter candy",2.75
1856,"Malmo","Sweden",2016,"Venezuela","Chuao",0.7,3,"Beans,Sugar,Cocoa Butter","hammy, unrecognizable",3
1446,"Mana","U.S.A.",2015,"Ecuador","Ecuador, batch 1212",0.74,2,"Beans,Sugar","soil, wet, off notes",2.5
1219,"Mana","U.S.A.",2014,"Venezuela","Venezuela",0.74,3,"Beans,Sugar,Cocoa Butter","nutty, green",2.75
1219,"Mana","U.S.A.",2014,"Peru","Peru",0.74,3,"Beans,Sugar,Cocoa Butter","rubber, off medicinal",2.5
821,"Mana","U.S.A.",2012,"Dominican Republic","Conacado",0.74,3,"Beans,Sugar,Cocoa Butter","berry, nutty, sour",3.75
1331,"Manifesto Cacao","Colombia",2014,"Colombia","Colombia",0.7,4,"Beans,Sugar,Cocoa Butter,Lecithin","muted, nutty",2.75
2784,"Manoa","U.S.A.",2022,"U.S.A.","Kona, Likau Kula Farm",0.7,3,"Beans,Sugar,Cocoa Butter","banana, nutty, floral",3.75
2442,"Manoa","U.S.A.",2019,"U.S.A.","Hawai'i Island, Hilo and Kona regions",0.7,3,"Beans,Sugar,Cocoa Butter","dried fruit,spicy,sticky,intense",3.5
2032,"Manoa","U.S.A.",2017,"Peru","Ucayali",0.7,3,"Beans,Sugar,Cocoa Butter","sweet, fatty, fig",3.25
1522,"Manoa","U.S.A.",2015,"Costa Rica","Coto Brus",0.72,3,"Beans,Sugar,Cocoa Butter","dried fruit, balanced, cocoa",3.75
1522,"Manoa","U.S.A.",2015,"Papua New Guinea","Markham Valley",0.72,3,"Beans,Sugar,Cocoa Butter","smoke, fruit",3.5
1089,"Manoa","U.S.A.",2013,"U.S.A.","O'ahu Island, Waiahole, b. 182",0.72,3,"Beans,Sugar,Cocoa Butter","orange, cocoa",3.75
1003,"Manoa","U.S.A.",2012,"Liberia","Liberia, batch 174",0.72,3,"Beans,Sugar,Cocoa Butter","molassses, intense, off, herb",3.25
1007,"Manoa","U.S.A.",2012,"U.S.A.","O'ahu Island, Winward,Maunawili district, b. 151",0.72,3,"Beans,Sugar,Cocoa Butter","molasses, sweet, cocoa",3.25
1007,"Manoa","U.S.A.",2012,"Peru","Piura, batch 173",0.72,3,"Beans,Sugar,Cocoa Butter","banana, menthol, medicinal",3
1007,"Manoa","U.S.A.",2012,"U.S.A.","Hawai'i Island, Hamakua, Hawaiian Crown, b. 176",0.72,3,"Beans,Sugar,Cocoa Butter","oily, tangy, fruit, earthy",2.75
1844,"Manufaktura Czekolady","Poland",2016,"Nicaragua","Johe",0.7,3,"Beans,Sugar,Cocoa Butter","basic, balanced, deep cocoa",3.75
1848,"Manufaktura Czekolady","Poland",2016,"Peru","Peru",0.7,3,"Beans,Sugar,Cocoa Butter","nutty, roasty,",3.5
1255,"Manufaktura Czekolady","Poland",2014,"Venezuela","Porcelana",0.7,2,"Beans,Sugar","nutty, intense, roasty",3.75
1279,"Manufaktura Czekolady","Poland",2014,"Colombia","Kolumbia",0.85,2,"Beans,Sugar","coarse, intense, nutty",3.5
871,"Manufaktura Czekolady","Poland",2012,"Ghana","Grand Cru Ghana",0.7,2,"Beans,Sugar","cocoa, coconut",3.5
871,"Manufaktura Czekolady","Poland",2012,"Dominican Republic","Grand Cru Dominican Republic",0.7,2,"Beans,Sugar","chewy, brownie like",3.25
875,"Manufaktura Czekolady","Poland",2012,"Ecuador","Grand Cru Ecuador",0.7,2,"Beans,Sugar","grits, roaste brownie",3.25
2040,"Map Chocolate","U.S.A.",2018,"Dominican Republic","Zorzal Reserve",0.72,3,"Beans,Sugar,Cocoa Butter","complex, creamy, cherry",3.5
2262,"Map Chocolate","U.S.A.",2018,"Mexico","Tabasco, ""Late for the Train"", batch 12184",0.72,3,"Beans,Sugar,Cocoa Butter","sweet, spicy, dirty",3.25
2262,"Map Chocolate","U.S.A.",2018,"Blend","""Peace of Wild Things""",0.72,3,"Beans,Sugar,Cocoa Butter","off notes, rubbery, hammy",3
1956,"Map Chocolate","U.S.A.",2017,"Vietnam","Lam Dong, ""Red Poppy""",0.73,2,"Beans,Sugar","earthy, tobacco, ashey",3
1896,"Map Chocolate","U.S.A.",2016,"Vietnam","Ben Tre, Surprise Valley",0.75,3,"Beans,Sugar,Cocoa Butter","intense, sour, tart",3.25
1474,"Map Chocolate","U.S.A.",2015,"Dominican Republic","ROIG, 2014",0.7,3,"Beans,Sugar,Cocoa Butter","fruity, tangy, cocoa",3.5
1474,"Map Chocolate","U.S.A.",2015,"Peru","Maranon, 2014",0.62,3,"Beans,Sugar,Cocoa Butter","delicate, caramel, peanut",3.5
1478,"Map Chocolate","U.S.A.",2015,"Ecuador","Ecuador",0.7,3,"Beans,Sugar,Cocoa Butter","coarse, floral, rum",3.5
1606,"Map Chocolate","U.S.A.",2015,"Nicaragua","A case of the Xerces Blues, triple roast",0.7,3,"Beans,Sugar,Cocoa Butter","rich, bright fruit",3.5
1606,"Map Chocolate","U.S.A.",2015,"Peru","Tumbes, Dear Mr. Finley, 2014",0.68,3,"Beans,Sugar,Cocoa Butter","lemon, spicy, cocoa",3.5
1634,"Map Chocolate","U.S.A.",2015,"Honduras","Le Chocolat Chaud",0.78,3,"Beans,Sugar,Cocoa Butter","grassy, woody, sweet",3.5
1610,"Map Chocolate","U.S.A.",2015,"Tanzania","Kakoa Kamili, Both Man & Bird & Beast",0.72,3,"Beans,Sugar,Cocoa Butter","sweet, fatty, roasty",3
1606,"Map Chocolate","U.S.A.",2015,"Trinidad","San Juan Estate, Cherry Blossoms at Night",0.7,3,"Beans,Sugar,Cocoa Butter","heavy roast, few grits, rich",2.75
1610,"Map Chocolate","U.S.A.",2015,"Colombia","Colombia",0.75,3,"Beans,Sugar,Cocoa Butter","roasty, coffee, rubber",2.75
2610,"Marana","Peru",2021,"Peru","Piura, Norandino coop, cacao blanco",0.7,3,"Beans,Sugar,Cocoa Butter","mild orange, herbaceous",3.5
2610,"Marana","Peru",2021,"Peru","San Martin, Allima coop",0.8,3,"Beans,Sugar,Cocoa Butter","smoked nuts, tang",3.25
1884,"Marana","Peru",2016,"Peru","Cusco",0.7,3,"Beans,Sugar,Cocoa Butter","smokey, dirty, sour",2.75
2598,"Maribea","U.S.A.",2021,"Brazil","Bahia, Catongo",0.72,3,"Beans,Sugar,Cocoa Butter","delicate, nutty, butterscotch",3.25
2598,"Maribea","U.S.A.",2021,"Mexico","Tabasco",0.72,3,"Beans,Sugar,Cocoa Butter","earthy, musty, sweet",2.75
2598,"Maribea","U.S.A.",2021,"Bolivia","Alto Beni, Walikewa",0.72,3,"Beans,Sugar,Cocoa Butter","floral, earthy, acidic, harsh",2.75
1808,"Marigold's Finest","Canada",2016,"Blend","Cacao Nib Crunch",0.75,2,"Beans,Sugar","earthy, coffee, roasty",3.25
2776,"Markham & Fitz","U.S.A.",2022,"Haiti","Pisa, R&D, batch F02",0.65,3,"Beans,Sugar,Cocoa Butter","hammy, sweet, roasty",2.75
2158,"Markham & Fitz","U.S.A.",2018,"Haiti","Pisa, batch 58",0.75,2,"Beans,Sugar","dried fruit, woody, dirty",2.75
2258,"Marou","Vietnam",2018,"Vietnam","Dak Nong, Tam Farm",0.75,3,"Beans,Sugar,Cocoa Butter","fatty, roasty, nutty",3.5
1650,"Marou","Vietnam",2015,"Vietnam","Dak Lak, Batch 2451",0.7,2,"Beans,Sugar","spicy and fragrant",3.75
1650,"Marou","Vietnam",2015,"Vietnam","Ben Tre",0.68,2,"Beans,Sugar","roasty, rich, coffee, nut",3.5
1650,"Marou","Vietnam",2015,"Vietnam","Tan Phu Dong Island, Heart of Darkness",0.85,2,"Beans,Sugar","long, mild honey, rich cocoa",3.25
1149,"Marou","Vietnam",2013,"Vietnam","Tan Phu Dong, Treasure Island",0.75,3,"Beans,Sugar,Cocoa Butter","fatty, heavy roast, nutty",3.5
845,"Marou","Vietnam",2012,"Vietnam","Ba Ria",0.76,3,"Beans,Sugar,Cocoa Butter","citrus",3.5
845,"Marou","Vietnam",2012,"Vietnam","Dong Nai",0.72,3,"Beans,Sugar,Cocoa Butter","roasty, coffee",3.5
845,"Marou","Vietnam",2012,"Vietnam","Tien Giang, Gao Co-op",0.7,3,"Beans,Sugar,Cocoa Butter","cocoa, spice, late sour",3.5
849,"Marou","Vietnam",2012,"Vietnam","Ben Tre",0.78,3,"Beans,Sugar,Cocoa Butter","sticky, pepper, cinamon, rich",3.5
955,"Marou","Vietnam",2012,"Vietnam","Lam Dong",0.74,3,"Beans,Sugar,Cocoa Butter","melon, roasty",3.5
895,"Marou","Vietnam",2012,"Vietnam","Tien Giang",0.8,3,"Beans,Sugar,Cocoa Butter","creamy, fatty, black pepper",3
1189,"Marsatta","U.S.A.",2013,"Dominican Republic","Dominican Republic",0.89,4,"Beans,Sugar,Cocoa Butter,Vanilla","fatty, rubber, medicinal",2.5
1189,"Marsatta","U.S.A.",2013,"Dominican Republic","Dominican Republic",0.74,4,"Beans,Sugar,Cocoa Butter,Vanilla","waxy, rubber, medicinal",2.25
1836,"Martin Mayer","Austria",2016,"Colombia","Tumaco",0.74,3,"Beans,Sugar,Cocoa Butter","sandy, mild floral, mild nutty",3.25
1836,"Martin Mayer","Austria",2016,"Haiti","Pisa",0.82,3,"Beans,Sugar,Cocoa Butter","sandy, earthy, sweet edge",3
1836,"Martin Mayer","Austria",2016,"Bolivia","Alto Beni",0.76,3,"Beans,Sugar,Cocoa Butter","sticky, pungent, off note",2.75
1450,"Mast Brothers","U.S.A.",2015,"Tanzania","Tanzania",0.74,2,"Beans,Sugar","green, vegetal, mild spice",3.25
1450,"Mast Brothers","U.S.A.",2015,"Guatemala","Guatemala",0.76,2,"Beans,Sugar","mild bitter, citrus, intense",3
